	address_x	coord_x	address_y	coord_y	address	sub
4405	Центральная улица, 12, деревня Слобода, городской округ Клин, Московская область, Россия	(56.47867, 36.875007)	Северный Хорасан, Иран	(37.370121, 57.114562)	центральная улица,12,деревня слобода,городской округ клин,московская область,россия	['московская']
4406	посёлок Чайковского, 22, городской округ Клин, Московская область, Россия	(56.285258, 36.790026)	Семнан, Иран	(35.338614, 54.724559)	поселок чайковского,22,городской округ клин,московская область,россия	['московская']
4407	Молодёжная улица, 4, Реутов, Московская область, Россия	(55.747282, 37.84835)	Голестан, Иран	(37.578935, 55.308428)	молодежная улица,4,реутов,московская область,россия	['московская']
4408	Юбилейный проспект, 38, Реутов, Московская область, Россия	(55.749755, 37.870493)	Голестан, Иран	(37.578935, 55.308428)	юбилейный проспект,38,реутов,московская область,россия	['московская']
4409	улица 238-й Дивизии, 5, Алексин, Тульская область, Россия	(54.517906, 37.043863)	Голестан, Иран	(37.578935, 55.308428)	улица 238-й дивизии,5,алексин,тульская область,россия	['тульская']
4410	проспект Мира, 18, Суворов, Тульская область, Россия	(54.122516, 36.498963)	Мазендеран, Иран	(36.37631, 52.39882)	проспект мира,18,суворов,тульская область,россия	['тульская']
4411	Центральная улица, 24, село Песчанка, городской округ Старооскольский, Белгородская область, Россия	(51.302833, 37.723726)	Каспийское море	(41.720703, 50.824765)	центральная улица,24,село песчанка,городской округ старооскольский,белгородская область,россия	['белгородская']
4412	улица Ленина, 35, Старый Оскол, Белгородская область, Россия	(51.297433, 37.834542)	Каспийское море	(41.720703, 50.824765)	улица ленина,35,старый оскол,белгородская область,россия	['белгородская']
4413	проспект Губкина, 5, Старый Оскол, Белгородская область, Россия	(51.286179, 37.80576)	Каспийское море	(41.720703, 50.824765)	проспект губкина,5,старый оскол,белгородская область,россия	['белгородская']
4414	микрорайон Жукова, 53, Старый Оскол, Белгородская область, Россия	(51.308796, 37.887372)	Каспийское море	(41.720703, 50.824765)	микрорайон жукова,53,старый оскол,белгородская область,россия	['белгородская']
4415	микрорайон Лебединец, 16, Старый Оскол, Белгородская область, Россия	(51.284275, 37.801251)	Каспийское море	(41.720703, 50.824765)	микрорайон лебединец,16,старый оскол,белгородская область,россия	['белгородская']
4416	улица Хмелёва, 1, Старый Оскол, Белгородская область, Россия	(51.32193, 37.8222)	Каспийское море	(41.720703, 50.824765)	улица хмелева,1,старый оскол,белгородская область,россия	['белгородская']
4417	микрорайон Приборостроитель, 30, Старый Оскол, Белгородская область, Россия	(51.288697, 37.818454)	Каспийское море	(41.720703, 50.824765)	микрорайон приборостроитель,30,старый оскол,белгородская область,россия	['белгородская']
4418	микрорайон Жукова, 30Б, Старый Оскол, Белгородская область, Россия	(51.311094, 37.896023)	Каспийское море	(41.720703, 50.824765)	микрорайон жукова,30б,старый оскол,белгородская область,россия	['белгородская']
4419	Магистральная улица, 45, Архангельск, Россия	(64.429201, 40.621098)	Шафирканский район, Бухарская область, Узбекистан	(40.455754, 64.311011)	магистральная улица,45,архангельск,россия	['архангельская']
4420	Центральная улица, село Пески, Петропавловский район, Воронежская область, Россия	(50.263532, 40.875214)	Каспийское море	(41.720703, 50.824765)	центральная улица,село пески,петропавловский район,воронежская область,россия	['воронежская']
4421	Набережная улица, 7, посёлок городского типа Мурыгино, Юрьянский район, Кировская область, Россия	(58.734716, 49.457422)	Мугалжарский район, Актюбинская область, Казахстан	(48.967588, 58.070424)	набережная улица,7,поселок городского типа мурыгино,юрьянский район,кировская область,россия	['кировская']
4422	Садовая улица, село Старая Криуша, Петропавловский район, Воронежская область, Россия	(50.203976, 41.165073)	Каспийское море	(41.720703, 50.824765)	садовая улица,село старая криуша,петропавловский район,воронежская область,россия	['воронежская']
4423	село Красносёловка, Петропавловский район, Воронежская область, Россия	(50.178601, 40.852001)	Каспийское море	(41.720703, 50.824765)	село красноселовка,петропавловский район,воронежская область,россия	['воронежская']
4424	улица Киргетова, 8, Гатчина, Ленинградская область, Россия	(59.570725, 30.125614)	пески, Иран	(30.112247, 59.283149)	улица киргетова,8,гатчина,ленинградская область,россия	['ленинградская']
4425	Штурманская улица, 3, Архангельск, Россия	(64.458698, 40.653528)	Гиждуванский район, Бухарская область, Узбекистан	(40.428472, 64.887792)	штурманская улица,3,архангельск,россия	['архангельская']
4426	Рейдовая улица, 7, Исакогорский округ, Архангельск, Россия	(64.494926, 40.598946)	озеро Аякагытма, Гиждуванский район, Бухарская область, Узбекистан	(40.619411, 64.532787)	рейдовая улица,7,исакогорский округ,архангельск,россия	['архангельская']
4427	улица Большая дорога, 4, село Кривское, Сараевский район, Рязанская область, Россия	(53.724801, 41.022618)	залив Кара-Богаз-Гол, Балканский велаят, Туркменистан	(41.329903, 53.649024)	улица большая дорога,4,село кривское,сараевский район,рязанская область,россия	['рязанская']
4428	улица Никитова, 1, округ Варавино-Фактория, Архангельск, Россия	(64.508981, 40.665152)	Гиждуванский район, Бухарская область, Узбекистан	(40.428472, 64.887792)	улица никитова,1,округ варавино-фактория,архангельск,россия	['архангельская']
4429	улица Зеньковича, 29, микрорайон Бакарица, Архангельск, Россия	(64.481402, 40.600572)	озеро Аякагытма, Гиждуванский район, Бухарская область, Узбекистан	(40.619411, 64.532787)	улица зеньковича,29,микрорайон бакарица,архангельск,россия	['архангельская']
4430	улица Большевиков, 11, посёлок городского типа Юрья, Юрьянский район, Кировская область, Россия	(59.04681, 49.275163)	Мугалжарский район, Актюбинская область, Казахстан	(48.967588, 58.070424)	улица большевиков,11,поселок городского типа юрья,юрьянский район,кировская область,россия	['кировская']
4431	Центральная улица, 95, село Алексеевка, сельское поселение Алексеевское, Грибановский район, Воронежская область, Россия	(51.607104, 42.004163)	Каспийское море	(41.720703, 50.824765)	центральная улица,95,село алексеевка,сельское поселение алексеевское,грибановский район,воронежская область,россия	['воронежская']
4432	Советская улица, Пучеж, Ивановская область, Россия	(56.982171, 43.173347)	Кунградский район, Республика Каракалпакстан, Узбекистан	(43.531151, 57.312551)	советская улица,пучеж,ивановская область,россия	['ивановская']
4433	улица Ленина, 3, село Ермекеево, Ермекеевский район, Республика Башкортостан, Россия	(54.073957, 53.670961)	Бижбулякский район, Республика Башкортостан, Россия	(53.666173, 54.211477)	бижбулякский район,республика башкортостан,россия	['башкортостан']
4434	Народная улица, село Третьяки, Борисоглебский городской округ, Воронежская область, Россия	(51.359447, 42.490412)	Каспийское море	(41.720703, 50.824765)	народная улица,село третьяки,борисоглебский городской округ,воронежская область,россия	['воронежская']
4435	село Колено, Екатериновский район, Саратовская область, Россия	(51.867988, 44.114018)	Мангистауский район, Мангистауская область, Казахстан	(44.829901, 52.635634)	село колено,екатериновский район,саратовская область,россия	['саратовская']
4436	Рабочая улица, 29, посёлок городского типа Екатериновка, Екатериновский район, Саратовская область, Россия	(52.047213, 44.340043)	Мангистауский район, Мангистауская область, Казахстан	(44.829901, 52.635634)	рабочая улица,29,поселок городского типа екатериновка,екатериновский район,саратовская область,россия	['саратовская']
4437	улица Павловского, 87, Борисоглебск, Воронежская область, Россия	(51.370885, 42.077456)	Каспийское море	(41.720703, 50.824765)	улица павловского,87,борисоглебск,воронежская область,россия	['воронежская']
4438	Заводская улица, 2, Володарск, Нижегородская область, Россия	(56.227134, 43.183507)	Кунградский район, Республика Каракалпакстан, Узбекистан	(43.531151, 57.312551)	заводская улица,2,володарск,нижегородская область,россия	['нижегородская']
4439	Набережная улица, 134А, село Костёнки, Хохольский район, Воронежская область, Россия	(51.393843, 39.048786)	Каспийское море	(41.720703, 50.824765)	набережная улица,134а,село костенки,хохольский район,воронежская область,россия	['воронежская']
4440	Юго-Восточный микрорайон, 6, Борисоглебск, Воронежская область, Россия	(51.348085, 42.131095)	Каспийское море	(41.720703, 50.824765)	юго-восточный микрорайон,6,борисоглебск,воронежская область,россия	['воронежская']
4441	Ольшанская улица, село Верхний Ольшан, Острогожский район, Воронежская область, Россия	(50.766011, 38.886398)	Каспийское море	(41.720703, 50.824765)	ольшанская улица,село верхний ольшан,острогожский район,воронежская область,россия	['воронежская']
4442	Школьная улица, 36, село Новый Сарбай, Кинельский район, Самарская область, Россия	(53.338436, 51.037558)	Бурлинский район, Западно-Казахстанская область, Казахстан	(51.214419, 53.027937)	школьная улица,36,село новый сарбай,кинельский район,самарская область,россия	['самарская']
4443	улица Свободы, село Коротояк, Острогожский район, Воронежская область, Россия	(50.989912, 39.187962)	Каспийское море	(41.720703, 50.824765)	улица свободы,село коротояк,острогожский район,воронежская область,россия	['воронежская']
4444	Ключевая улица, село Средние Карамалы, Ермекеевский район, Республика Башкортостан, Россия	(53.974183, 53.591298)	Бижбулякский район, Республика Башкортостан, Россия	(53.666173, 54.211477)	бижбулякский район,республика башкортостан,россия	['башкортостан']
4445	село Большая Рига, Шумихинский район, Курганская область, Россия	(55.589687, 63.227813)	Троицко-Печорский район, Республика Коми, Россия	(62.439552, 57.491424)	троицко-печорский район,республика коми,россия	['коми', 'курганская']
4446	бульвар 50 лет Октября, 4, Шумиха, Курганская область, Россия	(55.228331, 63.283725)	болото Дзернюр, Республика Коми, Россия	(63.273682, 55.387039)	болото дзернюр,республика коми,россия	['коми', 'курганская']
4447	улица Фадеева, 3, посёлок городского типа Редкино, Конаковский район, Тверская область, Россия	(56.674357, 36.29227)	Семнан, Иран	(35.338614, 54.724559)	улица фадеева,3,поселок городского типа редкино,конаковский район,тверская область,россия	['тверская']
4448	улица Мира, 8А, деревня Савалеево, Кармаскалинский район, Республика Башкортостан, Россия	(54.469902, 56.23292)	Янаульский район, Республика Башкортостан, Россия	(56.235385, 54.907186)	янаульский район,республика башкортостан,россия	['башкортостан']
4449	улица Ю. Фучика, 3А, рабочий посёлок Рамонь, Рамонский район, Воронежская область, Россия	(51.910466, 39.331827)	Каспийское море	(41.720703, 50.824765)	улица ю. фучика,3а,рабочий поселок рамонь,рамонский район,воронежская область,россия	['воронежская']
4450	Ленинская улица, 132, село Листопадовка, Грибановский район, Воронежская область, Россия	(51.423983, 41.444333)	Каспийское море	(41.720703, 50.824765)	ленинская улица,132,село листопадовка,грибановский район,воронежская область,россия	['воронежская']
4451	улица Ленина, поселок городского типа Сынтул, Касимовский район, Рязанская область, Россия	(55.001891, 41.295868)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	улица ленина,поселок городского типа сынтул,касимовский район,рязанская область,россия	['рязанская']
4452	улица Ленина, 55, село Цемдолина, Новороссийск, Краснодарский край, Россия	(44.755585, 37.726538)	Западный Азербайджан, Иран	(37.716911, 44.868153)	улица ленина,55,село цемдолина,новороссийск,краснодарский край,россия	['краснодарский']
4453	улица Ленина, 23, посёлок Верхнебаканский, городской округ Новороссийск, Краснодарский край, Россия	(44.842403, 37.656811)	Западный Азербайджан, Иран	(37.716911, 44.868153)	улица ленина,23,поселок верхнебаканский,городской округ новороссийск,краснодарский край,россия	['краснодарский']
4454	Анапское шоссе, 6, Новороссийск, Краснодарский край, Россия	(44.726678, 37.761294)	Западный Азербайджан, Иран	(37.716911, 44.868153)	анапское шоссе,6,новороссийск,краснодарский край,россия	['краснодарский']
4455	улица Белинского, 55, Томск, Россия	(56.462526, 84.956874)	Северный Ледовитый океан	(81.41805, 0.202202)	улица белинского,55,томск,россия	['томская']
4456	Удомля, Тверская область, Россия	(57.871609, 35.005694)	Хорасан-Резави, Иран	(35.67632, 59.144467)	удомля,тверская область,россия	['тверская']
4457	улица Гоголя, 14, Воркута, Республика Коми, Россия	(67.500325, 64.048317)	Белоярский район, Ханты-Мансийский автономный округ, Россия	(63.618103, 68.24715)	белоярский район,ханты-мансийский автономный округ,россия	['коми', 'ханты-мансийский']
4458	Центральная улица, село Погост, Касимовский район, Рязанская область, Россия	(55.006895, 41.158552)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	центральная улица,село погост,касимовский район,рязанская область,россия	['рязанская']
4459	улица Ленина, рабочий посёлок Хохольский, Хохольский район, Воронежская область, Россия	(51.577364, 38.786092)	Каспийское море	(41.720703, 50.824765)	улица ленина,рабочий поселок хохольский,хохольский район,воронежская область,россия	['воронежская']
4460	Кооперативная улица, 101, село Красный Яр, Красноярский район, Самарская область, Россия	(53.497992, 50.386711)	Сырымский район, Западно-Казахстанская область, Казахстан	(50.325986, 52.678107)	кооперативная улица,101,село красный яр,красноярский район,самарская область,россия	['самарская']
4461	улица Куйбышева, 29, село Сафакулево, Сафакулевский район, Курганская область, Россия	(54.989404, 62.539291)	Усть-Куломский район, Республика Коми, Россия	(61.714802, 54.44149)	усть-куломский район,республика коми,россия	['коми', 'курганская']
4462	улица Карла Маркса, 74, село Калтасы, Калтасинский район, Республика Башкортостан, Россия	(55.969461, 54.798822)	Алексеевский сельсовет, Уфимский район, Республика Башкортостан, Россия	(54.849132, 55.997741)	алексеевский сельсовет,уфимский район,республика башкортостан,россия	['башкортостан']
4463	поселок Светлый, Сакмарский район, Оренбургская область, Россия	(52.068776, 55.135511)	Советская улица, деревня Утяшкино, Заинский район, Республика Татарстан, Россия	(55.134028, 52.070001)	советская улица,деревня утяшкино,заинский район,республика татарстан,россия	['оренбургская', 'татарстан']
4464	Парковая улица, село Никольское, Сакмарский район, Оренбургская область, Россия	(52.026621, 55.705187)	озеро Ореховый куст, Тукаевский район, Республика Татарстан, Россия	(55.70317, 52.027708)	озеро ореховый куст,тукаевский район,республика татарстан,россия	['оренбургская', 'татарстан']
4465	Корткеросский район, Республика Коми, Россия	(61.924353, 52.232165)	район Беимбета Майлина, Костанайская область, Казахстан	(52.536942, 62.774739)	корткеросский район,республика коми,россия	['коми']
4466	улица Заки Валиди, 57, Сибай, Республика Башкортостан, Россия	(52.724355, 58.67128)	Омутнинский район, Кировская область, Россия	(58.809992, 52.307183)	омутнинский район,кировская область,россия	['башкортостан', 'кировская']
4467	село Беловка, Сакмарский район, Оренбургская область, Россия	(51.977125, 55.44764)	Центральная улица, село Верхние Лузы, Заинский район, Республика Татарстан, Россия	(55.4502, 51.971132)	центральная улица,село верхние лузы,заинский район,республика татарстан,россия	['оренбургская', 'татарстан']
4468	Центральная улица, село Дмитриевка, Радищевский район, Ульяновская область, Россия	(52.95272, 47.709138)	Кызылкогинский район, Атырауская область, Казахстан	(48.282786, 53.668751)	центральная улица,село дмитриевка,радищевский район,ульяновская область,россия	['ульяновская']
4469	Советская улица, 24, посёлок Комаричи, Комаричский район, Брянская область, Россия	(52.420486, 34.782067)	Семнан, Иран	(35.338614, 54.724559)	советская улица,24,поселок комаричи,комаричский район,брянская область,россия	['брянская']
4470	Красноармейская улица, 119, Самара, Россия	(53.188535, 50.120127)	Сырымский район, Западно-Казахстанская область, Казахстан	(50.325986, 52.678107)	красноармейская улица,119,самара,россия	['самарская']
4471	Клубная улица, 16, село Куруил, Кувандыкский городской округ, Оренбургская область, Россия	(51.551806, 57.138386)	Сюмсинский район, Удмуртская Республика, Россия	(57.166686, 51.480787)	сюмсинский район,удмуртская республика,россия	['удмуртская', 'оренбургская']
4472	Советская улица, 187, село Корткерос, Корткеросский район, Республика Коми, Россия	(61.808968, 51.58536)	Камыстинский район, Костанайская область, Казахстан	(51.549566, 62.301561)	советская улица,187,село корткерос,корткеросский район,республика коми,россия	['коми']
4473	Советская улица, 187, село Корткерос, Корткеросский район, Республика Коми, Россия	(61.808968, 51.58536)	Камыстинский район, Костанайская область, Казахстан	(51.549566, 62.301561)	советская улица,187,село корткерос,корткеросский район,республика коми,россия	['коми']
4474	Горная улица, 40, Сибай, Республика Башкортостан, Россия	(52.690565, 58.655056)	Омутнинский район, Кировская область, Россия	(58.809992, 52.307183)	омутнинский район,кировская область,россия	['башкортостан', 'кировская']
4475	Советская улица, село Ибрагимово, Кувандыкский городской округ, Оренбургская область, Россия	(51.509067, 57.438423)	Сюмсинский район, Удмуртская Республика, Россия	(57.166686, 51.480787)	сюмсинский район,удмуртская республика,россия	['удмуртская', 'оренбургская']
4476	Подгорная улица, село Зиянчурино, Кувандыкский городской округ, Оренбургская область, Россия	(51.559377, 56.905093)	Сюмсинский район, Удмуртская Республика, Россия	(57.166686, 51.480787)	сюмсинский район,удмуртская республика,россия	['удмуртская', 'оренбургская']
4477	Центральная улица, 97, село Нижняя Елюзань, Городищенский район, Пензенская область, Россия	(53.097755, 46.016003)	Каспийское море	(41.720703, 50.824765)	центральная улица,97,село нижняя елюзань,городищенский район,пензенская область,россия	['пензенская']
4478	улица Ленина, 61, село Питерка, Питерский район, Саратовская область, Россия	(50.673838, 47.438773)	Исатайский район, Атырауская область, Казахстан	(47.381847, 50.381465)	улица ленина,61,село питерка,питерский район,саратовская область,россия	['саратовская']
4479	улица Карла Маркса, 60, Трёхгорный, Челябинская область, Россия	(54.817018, 58.433523)	Обвинское сельское поселение, Карагайский округ, Пермский край, Россия	(58.486042, 54.807958)	обвинское сельское поселение,карагайский округ,пермский край,россия	['пермский', 'челябинская']
4480	Центральный микрорайон, 20, Выкса, Нижегородская область, Россия	(55.319023, 42.177681)	Каракиянский район, Мангистауская область, Казахстан	(43.041434, 53.56919)	центральный микрорайон,20,выкса,нижегородская область,россия	['нижегородская']
4481	улица Ленина, Кувандык, Оренбургская область, Россия	(51.477042, 57.350101)	Сюмсинский район, Удмуртская Республика, Россия	(57.166686, 51.480787)	сюмсинский район,удмуртская республика,россия	['удмуртская', 'оренбургская']
4482	улица Механизаторов, 6, Югорск, Ханты-Мансийский автономный округ, Россия	(61.314688, 63.340489)	Берёзовский район, Ханты-Мансийский автономный округ, Россия	(63.534218, 62.091229)	березовский район,ханты-мансийский автономный округ,россия	['ханты-мансийский']
4483	Станционная улица, 1, село Тимашево, Кинель-Черкасский район, Самарская область, Россия	(53.33964, 51.175728)	Бурлинский район, Западно-Казахстанская область, Казахстан	(51.214419, 53.027937)	станционная улица,1,село тимашево,кинель-черкасский район,самарская область,россия	['самарская']
4484	улица Суворова, 8, посёлок городского типа Яшкино, Кемеровская область, Россия	(55.872415, 85.436117)			улица суворова,8,поселок городского типа яшкино,кемеровская область,россия	['кемеровская']
4485	улица Ленина, 51, Мариинск, Кемеровская область, Россия	(56.206181, 87.752854)			улица ленина,51,мариинск,кемеровская область,россия	['кемеровская']
4486	улица Мира, 12, поселок городского типа Суходол, Сергиевский район, Самарская область, Россия	(53.898989, 51.2137)	Илекский район, Оренбургская область, Россия	(51.503606, 53.778731)	илекский район,оренбургская область,россия	['самарская', 'оренбургская']
4487	улица Свободы, 63, посёлок городского типа Большое Мурашкино, Большемурашкинский район, Нижегородская область, Россия	(55.784298, 44.772303)	Бейнеуский район, Мангистауская область, Казахстан	(45.542455, 55.022961)	улица свободы,63,поселок городского типа большое мурашкино,большемурашкинский район,нижегородская область,россия	['нижегородская']
4488	улица Титова, село Пахаревка, Джанкойский район, Республика Крым, Россия	(45.831726, 34.16417)	Керманшах, Иран	(34.362302, 46.686236)	улица титова,село пахаревка,джанкойский район,республика крым,россия	['крым']
4489	улица 40 лет Коми, 3, Сосногорск, Республика Коми, Россия	(63.592318, 53.936709)	Мендыкаринский район, Костанайская область, Казахстан	(53.93355, 64.299378)	улица 40 лет коми,3,сосногорск,республика коми,россия	['коми']
4490	улица Ленина, 1, Щучье, Курганская область, Россия	(55.20826, 62.747835)	район Сосногорск, Республика Коми, Россия	(63.69962, 54.950907)	район сосногорск,республика коми,россия	['коми', 'курганская']
4491	Московская улица, 46А, село Богатое, Белогорский район, Республика Крым, Россия	(45.031286, 34.765547)	мухафаза Дияла, Ирак	(34.080473, 44.724944)	московская улица,46а,село богатое,белогорский район,республика крым,россия	['крым']
4492	Советская улица, 75, Скопин, Рязанская область, Россия	(53.82317, 39.547513)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	советская улица,75,скопин,рязанская область,россия	['рязанская']
4493	Уральская улица, 23А, Новотроицк, Оренбургская область, Россия	(51.184523, 58.277863)	Зуевский район, Кировская область, Россия	(58.354067, 51.080408)	зуевский район,кировская область,россия	['оренбургская', 'кировская']
4494	Комсомольская улица, 70, село Усень-Ивановское, Белебеевский район, Республика Башкортостан, Россия	(54.185578, 54.342316)	Туймазинский район, Республика Башкортостан, Россия	(54.50051, 53.863973)	туймазинский район,республика башкортостан,россия	['башкортостан']
4495	Уральская улица, 24, Соль-Илецк, Оренбургская область, Россия	(51.156631, 54.99408)	Черёмуховское сельское поселение, Новошешминский район, Республика Татарстан, Россия	(54.940432, 51.124569)	черемуховское сельское поселение,новошешминский район,республика татарстан,россия	['оренбургская', 'татарстан']
4496	улица Чайковского, 30, Сибай, Республика Башкортостан, Россия	(52.72699, 58.68727)	Омутнинский район, Кировская область, Россия	(58.809992, 52.307183)	омутнинский район,кировская область,россия	['башкортостан', 'кировская']
4497	Советская улица, село Посёлки, Кузнецкий район, Пензенская область, Россия	(53.134648, 46.49856)	Жылыойский район, Атырауская область, Казахстан	(46.755988, 54.145567)	советская улица,село поселки,кузнецкий район,пензенская область,россия	['пензенская']
4498	8-й микрорайон, 8А, Тобольск, Тюменская область, Россия	(58.222904, 68.284412)	Заполярный район, Ненецкий автономный округ, Россия	(67.676549, 53.117985)	заполярный район,ненецкий автономный округ,россия	['тюменская', 'ненецкий']
4499	улица Куйбышева, село Сафакулево, Сафакулевский район, Курганская область, Россия	(54.990194, 62.537018)	Усть-Куломский район, Республика Коми, Россия	(61.714802, 54.44149)	усть-куломский район,республика коми,россия	['коми', 'курганская']
4500	улица Карла Маркса, 44, село Александровское, Ставропольский край, Россия	(44.711211, 43.005694)	городской округ Владикавказ, Республика Северная Осетия — Алания, Россия	(42.858538, 44.600456)	городской округ владикавказ,республика северная осетия — алания,россия	['северная осетия', 'ставропольский']
4501	Школьная улица, 23, село Ункосово, Чучковский район, Рязанская область, Россия	(54.248207, 41.554978)	Балканский велаят, Туркменистан	(39.77085, 54.977587)	школьная улица,23,село ункосово,чучковский район,рязанская область,россия	['рязанская']
4502	улица Орджоникидзе, Михайловск, Шпаковский район, Ставропольский край, Россия	(45.149395, 42.061152)	Ахметский муниципалитет, край Кахетия, Грузия	(42.286492, 45.297207)	улица орджоникидзе,михайловск,шпаковский район,ставропольский край,россия	['ставропольский']
4503	Советская улица, село Шарлык, Шарлыкский район, Оренбургская область, Россия	(52.923495, 54.733102)	Азнакаевский район, Республика Татарстан, Россия	(54.908231, 53.086571)	азнакаевский район,республика татарстан,россия	['оренбургская', 'татарстан']
4504	село Новогольское, Грибановский район, Воронежская область, Россия	(51.486683, 41.460862)	Каспийское море	(41.720703, 50.824765)	село новогольское,грибановский район,воронежская область,россия	['воронежская']
4505	улица 50 лет ВЛКСМ, село Солуно-Дмитриевское, Андроповский район, Ставропольский край, Россия	(44.410931, 42.732876)	Пригородный район, Республика Северная Осетия — Алания, Россия	(42.862695, 44.472374)	пригородный район,республика северная осетия — алания,россия	['северная осетия', 'ставропольский']
4506	Юбилейная улица, 9, микрорайон Биробиджан-2, Биробиджан, Еврейская автономная область, Россия	(48.763672, 132.886477)			юбилейная улица,9,микрорайон биробиджан-2,биробиджан,еврейская автономная область,россия	['еврейская']
4507	Ершов, 4, Саратовская область, Россия	(51.346082, 48.295675)	Индерский район, Атырауская область, Казахстан	(48.299901, 51.398492)	ершов,4,саратовская область,россия	['саратовская']
4508	улица Ленина, 17, село Устье, Хохольский район, Воронежская область, Россия	(51.562518, 39.015171)	Каспийское море	(41.720703, 50.824765)	улица ленина,17,село устье,хохольский район,воронежская область,россия	['воронежская']
4509	Красная улица, село Куршава, Андроповский район, Ставропольский край, Россия	(44.430728, 42.573236)	Казбегский муниципалитет, край Мцхета-Мтианети, Грузия	(42.617684, 44.548919)	красная улица,село куршава,андроповский район,ставропольский край,россия	['ставропольский']
4510	село Дубовая Балка, Андроповский район, Ставропольский край, Россия	(44.557949, 42.406087)	Душетский муниципалитет, край Мцхета-Мтианети, Грузия	(42.400248, 44.825268)	село дубовая балка,андроповский район,ставропольский край,россия	['ставропольский']
4511	Комсомольская улица, 35, Северодвинск, Архангельская область, Россия	(64.557579, 39.842053)	Каганский район, Бухарская область, Узбекистан	(39.753123, 64.582114)	комсомольская улица,35,северодвинск,архангельская область,россия	['архангельская']
4512	Почтовая улица, 28, Михайловск, Шпаковский район, Ставропольский край, Россия	(45.12622, 42.025866)	Ахметский муниципалитет, край Кахетия, Грузия	(42.286492, 45.297207)	почтовая улица,28,михайловск,шпаковский район,ставропольский край,россия	['ставропольский']
4513	село Янкуль, Андроповский район, Ставропольский край, Россия	(44.663064, 42.541679)	Казбегский муниципалитет, край Мцхета-Мтианети, Грузия	(42.617684, 44.548919)	село янкуль,андроповский район,ставропольский край,россия	['ставропольский']
4514	улица Луначарского, 45, село Октябрьское, Октябрьский район, Оренбургская область, Россия	(52.346328, 55.503111)	Бурдинское сельское поселение, Тукаевский район, Республика Татарстан, Россия	(55.530459, 52.260552)	бурдинское сельское поселение,тукаевский район,республика татарстан,россия	['оренбургская', 'татарстан']
4515	Школьная улица, село Водораздел, Андроповский район, Ставропольский край, Россия	(44.513505, 42.360057)	Карцух, Южная Осетия	(42.337252, 44.5066)	школьная улица,село водораздел,андроповский район,ставропольский край,россия	['ставропольский']
